'Fraction Of Low Energy Windows Overall Standard Deviation','LPC Overall Standard Deviation2','Compactness Overall Average','Fraction Of Low Energy Windows Overall Average','Zero Crossings Overall Average','LPC Overall Average1','LPC Overall Average2','LPC Overall Average6','Method of Moments Overall Average1','Method of Moments Overall Average2','Area Method of Moments of MFCCs Overall Average0','Area Method of Moments of MFCCs Overall Average1','Area Method of Moments of MFCCs Overall Average6',Arousal_Mean
2.049195,-0.406704,-1.486034,2.839531,-1.200035,0.250701,0.895154,-0.079074,-1.206951,-0.8295,0.495749,-1.127091,-1.038456,0.039307
-0.799217,-0.116613,-0.121275,0.489344,-0.649517,0.582482,0.085973,0.030197,-0.60095,-0.622749,0.989171,-1.126086,-1.038414,0.158668
0.100034,0.519154,-1.249175,0.869019,-0.170076,-1.682951,0.345217,1.164511,0.44152,1.037336,1.149797,-1.125225,-1.038371,-0.093675
0.493946,-1.568803,-0.910805,1.013295,-0.822575,-1.713935,0.758559,0.376731,0.079029,1.049498,0.219674,-1.124364,-1.038329,0.102912
0.421232,-1.019889,-0.301739,-0.288989,1.964009,-0.850404,-1.042458,-1.85272,1.92046,1.112587,0.996199,-1.123359,-1.038287,0.154897
0.825084,-1.33951,-1.384523,0.787389,5.204428,-2.301701,-0.621866,-0.475468,3.621332,2.277079,0.795417,-1.122498,-1.038245,0.251714
-1.165927,0.394085,-1.610103,0.810169,0.445338,-2.866159,-0.230166,0.971252,1.388436,2.1509,-0.372634,-1.121637,-1.038202,-0.268853
-0.08149,1.252198,-0.053601,-1.014168,-0.520607,0.215839,-0.150714,0.018686,-0.585538,-0.531536,0.702053,-1.120776,-1.038139,0.217504
-0.323174,-0.220837,0.318606,-0.503506,-0.535617,1.13754,0.190037,0.344218,-0.796374,-0.946557,0.1494,-1.119772,-1.038097,-0.184512
4.636569,-1.685187,0.217095,-3.785794,-0.880849,-1.294136,0.146534,-0.680239,0.457549,0.986408,0.535906,-1.118911,-1.038054,0.102481
0.864319,-0.733273,-1.429639,-0.596526,-0.930294,0.274204,-0.878555,0.502138,-0.642254,-0.504932,1.401277,-1.11805,-1.038012,0.283351
0.940172,-0.446656,0.363722,-0.450351,-0.067654,-1.481101,0.540068,-0.622079,0.77627,1.380146,1.475566,-1.117045,-1.03797,0.226452
-1.633077,1.290413,0.138142,0.071702,-0.387281,-0.497471,1.162399,-0.082608,-0.165097,0.177649,0.980638,-1.116184,-1.037906,0.101305
-1.294093,-0.311165,-1.373244,0.920275,1.207764,-2.043562,-0.569639,-0.711338,1.634412,1.732078,1.174895,-1.115323,-1.037864,0.39155
-1.4594,0.727603,-1.373244,-0.962912,0.530101,-2.510484,-0.310728,-0.076712,1.456865,1.951751,0.249791,-1.114319,-1.037822,0.415521
1.963926,1.898388,1.085578,0.576669,-1.361614,0.74896,-0.046816,-1.820813,-1.711849,-1.679457,-0.764159,-1.113458,-1.03778,-0.417272
-0.447678,0.970792,-2.467307,0.654503,-0.558573,-1.574525,0.553291,0.978522,-0.010977,0.503737,-0.718983,-1.112597,-1.037716,0.190032
-0.310619,-0.293794,-1.339407,-0.353534,1.467792,-2.626039,0.190204,0.589983,1.936488,2.359171,-0.07648,-1.111592,-1.037674,0.356241
0.422278,0.263805,-0.978479,-2.701823,0.358368,-1.732816,0.5344,-0.694375,1.162804,1.33682,0.922913,-1.110731,-1.037632,0.544026
-0.710286,-0.043656,-1.136385,-1.073018,-0.415977,-1.263975,0.509621,0.188318,0.216505,0.782698,1.046394,-1.10987,-1.037589,0.273325
0.266387,2.27012,2.326268,1.231608,1.304005,0.595017,-1.783078,1.314555,0.309593,-0.640992,-0.759139,-1.109009,-1.037526,0.429634
-0.119679,1.184452,-1.091269,0.411511,-0.675564,1.546488,0.06986,0.519303,-1.115095,-1.471186,-1.803207,-1.108005,-1.037484,-0.351115
-0.286032,0.395822,-0.380692,-0.91925,-0.265876,-0.404243,0.903877,-0.165001,0.016148,0.218695,0.279908,-1.107144,-1.037441,-0.020803
1.779786,-1.306506,-0.098717,-0.774973,-1.77351,0.701955,2.075034,0.66349,-2.255586,-2.031845,-0.141734,-1.106283,-1.037378,-0.330665
-0.407397,0.281176,0.984067,-0.951522,-0.391255,1.304409,-1.203028,0.791522,-0.975154,-1.30989,-0.066441,-1.105278,-1.037336,-0.234232
1.560074,-0.927825,-0.775457,0.665893,-0.802267,0.293398,1.696668,1.306073,-0.451761,-0.004778,-1.185802,-1.104417,-1.037293,-0.571482
-1.430105,0.251646,-1.53115,-0.968607,0.855468,-1.924363,-0.15127,0.619669,1.437138,1.521527,-0.52322,-1.103556,-1.03723,0.394225
0.465698,1.898388,1.017904,-0.1599,-1.074656,1.541787,0.080972,0.454076,-1.713699,-1.883623,0.189556,-1.102551,-1.037188,-0.227166
-0.998528,-2.322691,0.578023,-0.438961,-1.356758,-0.338043,1.143175,-0.785047,-0.698354,0.019546,1.54333,-1.10169,-1.037124,0.308636
3.50662,-0.330273,-0.764178,1.497381,-0.474252,-0.519015,1.016275,0.505369,-0.094818,0.308388,-0.784237,-1.100829,-1.037082,0.095413
-0.763122,-1.363829,-0.29046,-0.659172,-1.034482,1.081525,1.765007,1.464599,-1.324082,-1.076536,-1.903598,-1.099968,-1.03704,-0.648596
0.044583,-0.179148,0.747208,-0.08966,0.002099,-0.531158,0.045414,0.664096,0.507484,0.651199,0.475671,-1.098964,-1.036976,-0.049374
1.133728,0.095309,-0.549877,1.580909,-0.242919,-0.640837,0.913044,1.534269,-0.027005,0.324351,-1.045254,-1.098103,-1.036934,-0.023322
0.199427,-0.846182,0.194537,-0.45225,-0.892328,-0.054835,1.338859,-2.419776,-0.861721,-0.303502,0.37026,-1.097242,-1.036871,-0.03635
-0.55021,0.199534,-0.899526,-0.285193,-1.010201,1.193946,-0.036816,1.020324,-1.181059,-1.217917,0.71661,-1.096237,-1.036828,-0.208667
2.617308,2.167633,0.375001,1.391072,0.059932,0.562113,-0.810771,0.107541,-0.142904,-0.602226,-1.647601,-1.095376,-1.036765,-0.303722
2.043964,0.771029,-0.85441,0.371645,0.045363,-0.715263,-0.05904,-0.054417,0.180749,0.217175,-1.742972,-1.094515,-1.036723,-0.34338
1.431385,0.93084,-1.553708,0.026141,1.355216,-0.829643,-0.734098,-1.438535,1.120267,0.625355,-0.372634,-1.093511,-1.036659,0.439651
-0.675237,-0.590833,0.025352,-0.14851,-1.270229,-0.058752,0.179925,0.581704,-0.984401,-0.456284,0.591121,-1.09265,-1.036617,-0.346361
-0.784047,1.000323,-0.019764,0.103974,-0.94089,0.594234,-0.505745,0.306455,-0.940015,-0.595385,1.302894,-1.091789,-1.036554,-0.2651
-1.111522,-1.174488,-0.876968,-1.707075,3.615122,-3.01501,-1.330261,-0.752938,4.065199,2.878327,0.943494,-1.090928,-1.036511,0.365882
-1.019452,-0.840971,2.292431,0.567177,-1.881627,-0.568762,0.468395,-0.684076,-1.66623,-0.920713,-1.828305,-1.089923,-1.036448,-0.280387
-0.186638,0.581689,-0.06488,0.117263,-0.174491,-0.278503,-0.124045,-0.856939,0.125882,0.275703,1.173389,-1.089062,-1.036406,0.112074
0.580262,-0.368488,-1.41836,-0.423774,-0.054852,-1.521369,0.717427,0.339978,0.803395,1.332259,1.323976,-1.088201,-1.036342,0.306482
-0.415244,-1.770303,-0.200228,0.371645,0.745982,0.940508,-2.684823,0.948836,0.123416,-0.657714,-0.30236,-1.087197,-1.036279,-0.015388
0.329685,-0.255579,-0.200228,-0.951522,-0.869812,1.47833,1.543877,0.183674,-1.279696,-1.331174,0.505788,-1.086336,-1.036236,-0.227864
0.088525,0.661594,0.250932,0.91458,-1.12366,0.750919,0.794812,0.062104,-1.326548,-1.043091,-0.508162,-1.085475,-1.036173,0.076425
-0.712378,-0.378911,1.705923,0.739929,1.075763,0.09715,0.560236,1.312334,0.856412,0.436087,-2.059204,-1.08447,-1.03611,-0.07099
-0.356654,1.17403,2.64208,0.339372,-0.687042,1.776032,0.231152,0.364817,-1.359222,-1.760865,-2.526023,-1.083609,-1.036067,-0.278901
0.725691,0.128314,0.521628,-0.140916,-1.001813,-1.362138,0.915378,1.463589,-0.337096,0.742412,0.646336,-1.082748,-1.036004,-0.155949
-0.385426,0.081413,1.649528,2.027027,0.011811,1.126963,-0.966896,-0.43203,-0.365454,-0.797575,-0.939843,-1.081887,-1.03594,-0.188648
-0.643326,-0.86529,-0.380692,-0.503506,-0.348432,1.542963,-1.135244,0.713572,-0.866653,-1.285567,0.862679,-1.080882,-1.035898,0.022441
-0.70767,-1.303032,-0.876968,-0.38201,0.174273,-0.473184,-1.185804,0.308878,0.49947,0.475613,2.632072,-1.080021,-1.035835,0.538072
-0.333636,1.043749,1.559296,0.022344,-0.640246,0.253443,-0.650202,-0.149815,-0.658282,-0.394715,0.566023,-1.07916,-1.035771,-0.218984
0.457328,-1.323876,2.224757,0.14384,1.019255,0.094408,-1.110797,0.333112,0.562967,0.101638,0.059048,-1.078156,-1.035729,-0.332297
1.301127,0.644223,-0.29046,0.472259,-0.420833,0.786956,1.099227,-0.542514,-0.451145,-0.365831,-0.342516,-1.077295,-1.035666,-0.227496
-1.565594,-0.827075,-0.820573,4.690446,0.476242,0.052886,-1.988096,-1.072816,0.434739,-0.025301,1.540821,-1.076434,-1.035602,0.004829
-0.47488,0.170003,-0.098717,1.63786,-1.282591,-0.128869,0.05097,-0.16595,-0.89008,-0.383314,0.174498,-1.075429,-1.035539,-0.232743
0.094803,1.234827,2.123246,2.021332,-1.214162,0.867649,-0.33073,1.629788,-1.24209,-1.160908,0.049009,-1.074568,-1.035497,-0.063734
-0.335729,-0.884398,1.649528,0.802576,-0.898067,0.520592,-0.168494,1.012246,-0.764317,-0.597665,0.576062,-1.073707,-1.035433,-0.182046
-0.79974,0.44446,-0.459645,-0.222546,-0.978415,-0.144145,-0.605754,0.083914,-0.492449,-0.237372,0.701049,-1.072846,-1.03537,0.098324
-0.241566,-0.632523,-0.098717,-0.399095,0.857675,0.327477,-2.21756,-1.533246,0.156706,-0.22521,1.249686,-1.071842,-1.035306,-0.198292
-0.739058,-1.971803,1.570575,-0.368721,0.347773,0.091274,-0.17905,0.040092,0.33302,0.237698,0.915886,-1.070981,-1.035243,0.377508
1.079846,-1.844997,4.142187,0.060311,2.440801,0.935024,-0.57464,0.678838,1.283634,-0.270057,-0.969961,-1.07012,-1.035201,-0.078665
-0.797125,-2.844855,-0.9672,-0.54527,2.882275,-0.356062,0.780866,1.006794,2.072114,1.072301,-0.07146,-1.069115,-1.035137,0.065991
0.043536,-1.780726,2.010456,0.024242,-1.247714,-0.6048,1.451091,0.417928,-0.66568,0.176889,0.335123,-1.068254,-1.035074,-0.217639
-0.195008,1.213982,1.051741,0.963938,-0.033661,0.487296,-0.666315,-0.49748,-0.365454,-0.447923,1.200495,-1.067393,-1.03501,0.073736
0.314515,1.887965,-0.256623,-0.258615,-1.003138,-0.441456,2.100592,0.867655,-0.529438,0.418605,-0.789257,-1.066389,-1.034947,-0.216431
-0.236858,-0.429286,-0.031043,-0.013725,-0.36874,0.314551,0.286157,-0.205067,-0.227362,-0.083069,0.839589,-1.065528,-1.034884,-0.043403
0.099511,0.823141,1.130694,0.417206,-1.083486,0.381533,0.917434,0.443373,-1.097217,-0.723084,-1.105489,-1.064667,-1.03482,-0.275204
-0.546025,1.5944,0.916393,-0.395298,-0.292365,2.001658,0.216762,1.031835,-1.372785,-2.037394,-1.843363,-1.063806,-1.034757,-0.555472
0.615311,0.289861,-0.51604,-0.391502,-0.647751,0.202912,-0.097376,-1.593627,-0.525122,-0.254855,2.078415,-1.062801,-1.034693,0.191142
1.792864,-0.507454,2.292431,0.474157,1.730911,0.528818,-0.329063,0.429842,0.771338,-0.013139,-0.789257,-1.06194,-1.03463,0.149457
1.330945,0.348921,0.04791,-0.326957,0.383532,0.308283,1.309412,2.016913,0.358295,0.223256,-2.395514,-1.061079,-1.034566,-0.619418
1.510377,0.647697,1.604412,0.620332,-1.377508,0.507273,0.346106,0.957923,-1.440597,-1.006606,-0.206988,-1.060074,-1.034503,-0.241187
-0.733303,-0.4206,-0.087438,0.865222,-0.058383,0.228374,-0.342953,0.41086,-0.104682,-0.114994,0.109244,-1.059213,-1.03444,0.415706
-0.961386,0.15437,-0.594993,-1.103392,-0.775779,-0.194285,0.742702,-1.063123,-0.312436,0.151805,1.439426,-1.058352,-1.034376,0.076226
-0.529808,0.468779,-0.143833,0.058413,-1.271112,0.710964,1.133452,1.084744,-1.187224,-0.808976,0.535906,-1.057348,-1.034313,-0.254491
-1.071242,-0.531773,1.006625,1.003803,-0.866281,0.979288,-0.614088,0.909053,-1.020157,-1.094019,0.455593,-1.056487,-1.034249,0.148498
-0.661112,-0.597781,2.664638,-0.332652,-0.779752,0.36939,0.135977,0.979531,-0.696504,-0.477568,0.734178,-1.055626,-1.034186,-0.11525
0.405538,1.517969,0.555465,0.933564,-0.255281,0.290656,-1.211917,1.108371,-0.292709,-0.368872,-0.18691,-1.054765,-1.034123,0.122285
-1.587042,-1.391622,-0.380692,-0.809144,-1.21637,0.448125,-0.200163,1.359588,-0.945563,-0.69496,0.838083,-1.05376,-1.034059,-0.163018
0.917677,0.003245,1.672086,1.396767,-1.229172,1.28169,1.819456,-0.166132,-1.585471,-1.402624,-1.753011,-1.052899,-1.033996,-0.492392
-0.07469,-0.224311,-0.40325,-0.484522,0.987468,-2.289558,0.2681,2.235011,1.51913,2.054366,1.378689,-1.052038,-1.033932,0.174312
0.081724,-0.702006,0.905114,0.694368,-0.686159,0.065421,0.049859,-0.082588,-0.596018,-0.264736,0.952529,-1.051034,-1.033869,-0.225716
0.38409,1.312995,-0.459645,0.929767,-0.186852,1.569991,-1.697515,0.455287,-0.925835,-1.537164,-0.051382,-1.050173,-1.033805,-0.459127
-0.120725,-0.252105,0.668255,-0.718022,-1.073773,0.197037,1.582213,-0.940947,-0.870352,-0.271577,1.333513,-1.049312,-1.033742,-0.132304
-0.14165,-0.771488,-0.764178,-0.886977,-0.67424,-0.134353,0.320771,0.122081,-0.328465,0.056791,0.244772,-1.048307,-1.033657,0.143292
-0.119679,-0.464027,0.014073,-1.61975,0.20606,0.582482,-2.141998,0.811717,-0.168796,-0.663035,0.70908,-1.047446,-1.033594,0.397795
1.719104,-0.342432,1.006625,-0.298481,0.612216,0.611861,-0.362955,1.62898,0.128964,-0.240413,0.159439,-1.046585,-1.033531,0.120557
-0.638618,1.742051,-0.166391,0.466564,-0.628326,0.351763,-0.191273,-0.336552,-0.591086,-0.303502,0.530886,-1.045581,-1.033467,-0.160966
-0.20024,0.149158,0.093026,-0.38201,-0.995191,-0.226405,-0.137935,0.832921,-0.531287,-0.071668,1.250188,-1.04472,-1.033404,0.044515
-0.802356,-1.174488,1.886387,0.010954,-0.754146,-0.376823,0.838816,0.997302,-0.216882,0.313709,0.703559,-1.043859,-1.033319,-0.090556
0.474068,2.242327,0.893835,2.294698,0.285966,0.734467,-0.684094,1.825067,-0.1016,-0.406117,-0.613572,-1.042998,-1.033256,-0.23396
-0.811772,-0.335484,-0.448366,-0.036506,-0.544446,-0.444981,1.537209,0.167316,-0.104066,0.509058,0.49073,-1.041993,-1.033192,0.03949
0.592294,0.315917,0.645697,0.314694,-0.064122,0.417571,-1.608063,0.597859,-0.213799,-0.325545,0.980638,-1.041132,-1.033129,-0.139252
-0.345145,-1.243971,2.258594,0.13245,-0.64157,0.690987,0.685619,-0.025337,-0.615745,-0.49201,0.179517,-1.040271,-1.033044,0.057237
0.614788,0.680702,0.081747,0.217877,-0.947953,1.278948,-1.1358,1.180465,-1.199553,-1.444202,0.064068,-1.039266,-1.032981,-0.447255
-1.072811,-1.264816,-1.158943,-0.368721,-0.503831,-1.400643,1.057279,-1.210945,0.195544,1.013012,1.139256,-1.038405,-1.032918,0.204374
-0.783,-0.095768,0.04791,1.14808,-1.230497,-0.511964,0.489452,1.00538,-0.746439,-0.333906,0.924921,-1.037544,-1.032833,0.458168
1.838376,-2.055183,-1.07999,-0.900266,-0.098999,-0.146104,-1.880864,0.287271,0.156706,-0.024541,1.16586,-1.03654,-1.03277,0.091344
-1.264275,-0.69332,0.984067,0.246352,1.725171,-0.874298,-0.503523,2.190584,1.37549,0.966645,-0.41781,-1.035679,-1.032706,0.16923
-0.444016,-1.148432,1.266042,0.460868,-0.033661,0.654557,-0.159048,1.170771,-0.203319,-0.230531,1.046394,-1.034818,-1.032622,0.057361
2.920721,0.863094,0.341164,-0.053591,0.342916,0.360381,-0.245723,1.08434,0.18753,-0.034422,0.870208,-1.033957,-1.032558,0.092494
0.097941,1.198348,-0.662667,-0.194071,0.549085,0.194295,0.423002,1.241855,0.292948,-0.030622,-1.667679,-1.032952,-1.032474,-0.238934
-0.211748,-0.067975,-0.166391,-0.742701,-1.253012,-0.150805,1.276076,1.254174,-0.899943,-0.276138,-0.257184,-1.032091,-1.03241,-0.125495
-0.301203,-0.34938,-1.19278,-0.913554,2.055394,-2.388269,-1.014122,-0.380111,2.575779,2.1509,1.155821,-1.03123,-1.032347,0.415513
-1.014221,-0.825338,-0.786736,0.758913,-0.781959,-1.189236,0.713416,-0.630157,-0.147836,0.628395,1.060449,-1.030226,-1.032262,0.261001
-0.708193,0.097046,-0.380692,-0.273802,-1.177078,0.831612,1.294411,0.828882,-0.955427,-0.580183,-1.707835,-1.029365,-1.032199,-0.324555
-1.014744,-0.971251,-0.809294,-1.065424,-1.509508,0.015674,1.091171,0.927632,-1.213116,-0.620469,0.626258,-1.028504,-1.032114,-0.135618
-0.447154,-0.847919,0.995346,0.813966,0.306274,0.563288,-1.001899,0.031611,-0.010977,-0.21989,0.03395,-1.027499,-1.032051,-0.251174
-0.31585,-0.220837,1.141973,0.364051,-1.387661,0.005489,1.254296,1.131796,-1.395594,-0.869785,-1.607444,-1.026638,-1.031966,-0.341131
-1.061826,0.077939,-0.155112,-1.021762,-1.130724,0.768546,0.397055,0.79859,-1.1564,-0.924514,0.380299,-1.025777,-1.031903,0.117827
-0.526146,-1.643497,-0.313018,-1.114782,0.940231,-1.133221,0.568848,-0.626118,1.254043,1.300335,1.416336,-1.024916,-1.031818,0.587665
-0.12334,-0.576937,-0.662667,-0.55666,0.142487,-0.783813,-0.244056,-0.214578,0.623383,0.93092,1.722528,-1.023912,-1.031755,0.625666
-0.211748,-1.105006,-0.256623,-0.070676,-0.552834,-1.120686,0.489508,0.96378,0.218971,0.925599,1.390736,-1.023051,-1.03167,-0.124056
0.131944,-0.066238,-0.448366,-1.826672,-0.889679,-1.610836,0.091529,1.170166,0.097524,1.087503,-0.829413,-1.02219,-1.031607,-0.10144
-0.310619,-1.052894,0.002794,0.117263,0.642236,-1.137138,-0.567417,-0.638638,1.100539,1.154393,1.193969,-1.021185,-1.031522,0.325909
-0.742197,1.889702,1.784876,2.625015,-0.201421,1.998133,0.763476,-1.209128,-1.493615,-2.009878,-1.31129,-1.020324,-1.031438,-0.564759
0.731968,1.054172,1.807434,2.497824,-1.023445,1.776423,1.274409,0.765876,-1.7661,-2.039142,-2.039126,-1.019463,-1.031374,-0.264378
-1.2015,-0.229523,-0.74162,-0.053591,1.177744,-2.417256,0.145422,1.738029,1.851414,2.28696,0.717112,-1.018458,-1.03129,0.162669
-0.727026,0.47399,-0.752899,0.457072,0.037417,-1.086999,0.22254,-0.292266,0.472345,0.987929,1.163852,-1.017597,-1.031205,0.570026
1.096586,-0.071449,0.747208,0.449478,0.331438,-0.777154,-0.680205,0.401368,0.756543,0.759895,-0.693885,-1.016736,-1.031142,-0.208746
-1.128785,-0.04713,-1.125106,0.200791,-0.173167,-1.325278,1.425533,0.918746,0.477893,1.348222,-0.212008,-1.015875,-1.031057,-0.076529
-0.382287,-0.585622,-0.188949,-0.632595,-0.498974,-0.470834,0.289768,0.163076,-0.013443,0.497656,0.998207,-1.014871,-1.030973,0.017519
-1.143956,-0.938247,-0.51604,1.003803,-1.873901,0.265195,1.938911,0.992254,-2.339181,-1.948004,-0.949883,-1.01401,-1.030909,-0.213413
0.731445,1.788952,-0.538598,-0.144713,-0.815511,-1.092091,0.366275,-0.714771,0.105538,0.852629,0.214654,-1.013149,-1.030825,-0.345114
-0.272431,0.229064,0.138142,-1.084408,-0.694547,1.151641,0.078194,0.611187,-0.952344,-1.011926,0.008852,-1.012144,-1.03074,0.114878
0.871119,-0.384122,-0.200228,-0.421876,-0.219963,-0.373689,0.994107,0.09078,0.240548,0.740892,-0.046363,-1.011283,-1.030656,0.22756
-0.139034,-0.646419,-0.380692,0.971531,1.057221,-0.911119,-0.606309,-0.920955,1.289799,1.146032,1.053422,-1.010422,-1.030592,0.358886
-1.440568,-0.726325,0.544186,-0.53388,0.103196,-0.699986,0.168535,-1.538699,0.488373,0.815383,0.88878,-1.009418,-1.030508,0.520064
0.012149,-1.009467,-0.820573,-1.627343,-1.709937,-1.325904,1.745005,1.603333,-1.151468,0.140404,-0.222047,-1.008557,-1.030423,-0.29935
-0.917443,0.262068,-0.538598,-0.397197,-0.546654,-2.336171,1.058057,0.572616,0.689963,1.816451,0.858663,-1.007696,-1.030339,0.208089
1.076184,1.042012,-0.831852,-0.068778,1.070907,-2.052179,0.841983,0.607148,1.653523,2.059687,0.37528,-1.006835,-1.030254,0.209633
0.308237,1.32168,1.999177,1.351206,-1.047726,1.653426,0.369164,0.898956,-1.61013,-1.851926,-1.672698,-1.00583,-1.030191,-0.325263
-0.194485,-0.474449,-0.132554,-0.296583,-0.552393,-0.418344,0.701232,-1.670366,-0.104066,0.398842,0.961564,-1.004969,-1.030106,0.169339
-1.000097,0.161318,-0.651388,0.339372,-1.316143,-1.850839,1.221793,2.029029,-0.514026,0.925599,-0.006206,-1.004108,-1.030022,-0.123678
0.104742,2.773871,1.029183,-0.94203,-0.774896,1.07369,0.077083,-0.600673,-1.076873,-1.032449,-0.904707,-1.003104,-1.029937,-0.673034
0.49447,-0.917402,-0.662667,0.757015,4.352383,-1.231932,-3.098747,0.817977,2.596123,1.47288,-2.842255,-1.002243,-1.029852,-0.596712
0.432218,0.12484,0.679534,-1.103392,-0.347549,1.157909,-0.499078,-0.341843,-0.694038,-0.869025,0.094185,-1.001382,-1.029768,0.155147
3.323526,-0.524824,-0.843131,-0.674359,-0.637597,-1.254613,0.755803,0.48881,-0.059062,0.66108,-0.588475,-1.000377,-1.029683,-0.134417
-1.021022,-1.436786,-0.222786,-0.501607,0.165444,-1.803442,0.227763,-0.310198,1.114718,1.681151,1.758167,-0.999516,-1.029599,0.435215
-0.651173,0.130051,0.363722,-0.611713,-0.615523,0.938549,-0.555749,0.639257,-0.784045,-0.788453,0.360221,-0.998655,-1.029514,0.1603
-0.114447,0.046671,-0.482203,-0.41618,0.152641,-0.263226,0.279934,-0.977903,0.408847,0.496896,0.694022,-0.99765,-1.02943,0.240438
-0.000929,0.576478,0.758487,0.122958,-0.670266,0.25501,-0.381845,1.644328,-0.530054,-0.272337,-0.478044,-0.996789,-1.029345,-0.09295
1.332515,0.986426,-0.617551,-0.142815,-0.426573,-0.589523,0.490619,-1.295357,-0.192839,0.140404,-0.011226,-0.995928,-1.029261,-0.002702
0.636236,1.401586,1.277321,-0.203563,-0.5546,1.568816,0.284434,0.992456,-1.145919,-1.404904,-1.215919,-0.995067,-1.029176,-0.294143
-1.306125,-0.728062,-0.617551,0.031836,-1.596479,0.094408,1.544432,-0.388815,-1.55403,-0.983042,-0.498123,-0.994063,-1.029091,-0.210239
-0.616124,-1.207493,-0.482203,-0.209258,2.445216,-2.426657,-0.027926,-0.41434,2.310692,2.332567,1.305403,-0.993202,-1.029007,0.393274
-0.473834,0.131788,-0.031043,-0.579441,-1.003579,0.987122,0.202372,0.644508,-1.145919,-1.021808,0.470651,-0.992341,-1.028922,0.458346
-1.180575,0.270753,-0.606272,0.793084,-1.323206,0.189986,0.862596,0.262432,-1.09845,-0.611347,0.520847,-0.991336,-1.028838,0.05277
-1.058687,-1.289135,0.814882,0.077397,0.543346,-0.570329,-0.177383,-0.64086,0.726951,0.876192,0.736186,-0.990475,-1.028753,0.414896
-0.241566,0.027564,-0.85441,-0.985693,1.175095,-0.96831,0.493008,-1.645527,1.40878,1.252448,1.351583,-0.989614,-1.028669,0.513176
-1.183714,0.046671,0.183258,0.092584,0.407813,-0.00352,0.61513,-2.510651,0.401449,0.772817,0.515827,-0.98861,-1.028584,-0.043587
-0.877163,0.833564,-0.62883,-1.623546,-0.866281,0.062679,0.766693,-0.128631,-0.791442,-0.403077,-0.588475,-0.987749,-1.028478,-0.006274
-0.793463,0.612956,-1.012316,-0.757888,-1.430484,0.859815,0.875263,0.743864,-1.581155,-1.37222,1.144778,-0.986888,-1.028394,-0.09778
1.926261,1.425905,0.126863,1.425242,-0.169193,1.635015,-0.019592,-0.006557,-0.763084,-1.266564,-1.712855,-0.986027,-1.028309,-0.076688
-0.431984,1.445012,1.006625,0.45897,-1.118804,0.832003,0.386943,-0.126612,-1.195854,-1.068935,-0.196949,-0.985022,-1.028225,-0.259317
-0.848391,-0.507454,0.38628,-0.680054,0.139397,-0.393275,0.133199,-0.974066,0.424259,0.695285,0.732672,-0.984161,-1.02814,0.563793
2.161667,0.640749,0.72465,-1.076815,-0.893652,0.731333,0.074305,0.645114,-0.959742,-0.947317,-2.370417,-0.9833,-1.028034,-0.021619
-0.697208,0.01193,-0.696504,0.145738,-0.94398,-1.249364,1.783342,1.342625,-0.406758,0.683124,-0.332477,-0.982296,-1.02795,-0.2092
1.599831,0.680702,0.871277,0.493141,-1.022562,0.558196,2.043364,-0.030588,-1.071325,-0.635671,-0.688866,-0.981435,-1.027865,-0.57533
1.016548,0.625116,-0.51604,-0.353534,-0.865398,0.055628,0.925545,0.348863,-0.694655,-0.179604,0.813989,-0.980574,-1.027781,0.098125
-0.651173,-1.195333,-1.001037,-0.10105,3.208965,-2.009444,-0.774102,-0.928629,2.854429,2.15394,1.225593,-0.979569,-1.027675,0.564788
-0.180884,0.152633,-0.391971,-0.135221,0.547319,-1.217439,0.463783,-0.529993,0.67455,1.060899,0.829048,-0.978708,-1.027591,0.274181
-0.729118,-1.389885,-0.798015,0.234962,1.442628,-0.541734,0.574571,-0.245799,1.28795,1.006171,-0.222047,-0.977847,-1.027506,0.401756
-1.103676,0.024089,-0.933363,-0.48642,-1.243299,-0.056402,1.403309,0.202656,-1.1564,-0.63035,-0.678827,-0.976986,-1.0274,0.29094
-0.192393,0.519154,-1.057432,-1.295128,-0.724126,-1.405187,0.983273,-0.512626,-0.154001,0.567587,0.179517,-0.975981,-1.027316,0.080645
1.202257,0.253383,0.081747,-0.435164,-1.124101,0.298882,1.493317,-0.52656,-1.121877,-0.656194,-0.056402,-0.97512,-1.027231,-0.1463
-1.067057,-0.639471,0.83744,1.098722,-0.556807,0.230724,0.827537,-0.575026,-0.450528,-0.013899,0.815997,-0.974259,-1.027125,-0.116684
0.051906,0.493098,0.059189,-0.391502,0.513767,-1.534296,0.582016,-1.501743,0.823122,1.437155,-0.603533,-0.973255,-1.027041,0.094443
-1.080135,-0.927825,-1.023595,0.324185,2.127354,-0.643579,-0.1096,-0.693365,1.794697,1.13463,1.343552,-0.972394,-1.026935,0.598097
-0.480634,-0.328536,-0.06488,0.405816,-0.935592,-1.679386,1.042278,1.195408,-0.155234,1.085983,0.91187,-0.971533,-1.026851,0.124092
0.414955,-0.328536,0.408838,-0.662969,-0.204953,0.907212,-1.37582,-1.327668,-0.292092,-0.769451,-0.503142,-0.970528,-1.026766,-0.169877
-0.562242,-0.066238,0.375001,0.081194,-0.713089,-0.046609,-0.01348,1.322431,-0.40121,0.002823,0.26485,-0.969667,-1.02666,0.102582
1.713873,-0.062764,2.664638,-0.465538,0.699186,1.730985,-1.499164,-0.354605,-0.277297,-1.165469,-2.761942,-0.968806,-1.026576,-0.476517
